,c,h,l,o,s,t,v
0,58.82,59.64,58.56,58.72,ok,2015-04-13 13:30:00,920100
1,57.62,59.6,57.26,59.44,ok,2015-04-14 13:30:00,1253200
2,56.77,58.0,56.59,57.94,ok,2015-04-15 13:30:00,1839500
3,56.11,56.99,56.05,56.78,ok,2015-04-16 13:30:00,1237100
4,55.28,55.99,54.8,55.92,ok,2015-04-17 13:30:00,2170800
5,56.49,56.82,55.46,55.67,ok,2015-04-20 13:30:00,1239500
6,56.53,57.19,56.28,56.8,ok,2015-04-21 13:30:00,1114400
7,56.79,56.93,56.2,56.54,ok,2015-04-22 13:30:00,915100
8,56.84,57.43,56.4,56.96,ok,2015-04-23 13:30:00,958300
9,56.59,57.38,56.55,57.1,ok,2015-04-24 13:30:00,545100
10,56.28,57.04,56.26,56.84,ok,2015-04-27 13:30:00,950400
11,55.79,56.3,55.37,56.11,ok,2015-04-28 13:30:00,686000
12,54.88,55.73,54.41,55.58,ok,2015-04-29 13:30:00,670300
13,54.26,55.3,53.92,54.7,ok,2015-04-30 13:30:00,1020800
14,55.28,55.56,54.25,54.46,ok,2015-05-01 13:30:00,719300
15,55.41,55.75,55.24,55.37,ok,2015-05-04 13:30:00,670400
16,54.81,55.77,54.59,55.58,ok,2015-05-05 13:30:00,892300
17,54.34,55.1,54.19,54.93,ok,2015-05-06 13:30:00,952900
18,55.35,55.89,54.92,54.92,ok,2015-05-07 13:30:00,1040100
19,55.62,56.54,55.61,55.91,ok,2015-05-08 13:30:00,608800
20,55.99,56.32,55.45,55.54,ok,2015-05-11 13:30:00,599700
21,55.61,55.85,54.66,55.54,ok,2015-05-12 13:30:00,589300
22,55.93,56.94,55.52,56.2,ok,2015-05-13 13:30:00,958300
23,55.66,56.03,55.2,55.94,ok,2015-05-14 13:30:00,812900
24,55.99,56.32,55.63,55.73,ok,2015-05-15 13:30:00,948100
25,56.29,56.81,55.94,56.18,ok,2015-05-18 13:30:00,1740700
26,53.43,55.2,52.06,53.78,ok,2015-05-19 13:30:00,4991400
27,53.56,53.96,52.95,53.6,ok,2015-05-20 13:30:00,1731500
28,54.02,54.25,52.85,53.5,ok,2015-05-21 13:30:00,1014100
29,54.19,54.37,53.66,53.94,ok,2015-05-22 13:30:00,867200
30,53.64,54.27,53.39,54.09,ok,2015-05-26 13:30:00,948500
31,53.74,54.24,53.65,53.87,ok,2015-05-27 13:30:00,901400
32,54.06,54.1,53.58,53.83,ok,2015-05-28 13:30:00,586200
33,53.72,54.18,53.53,54.04,ok,2015-05-29 13:30:00,647800
34,53.41,54.27,53.28,54.08,ok,2015-06-01 13:30:00,1017000
35,53.38,53.94,53.28,53.3,ok,2015-06-02 13:30:00,750200
36,54.0,54.41,53.18,53.48,ok,2015-06-03 13:30:00,1166400
37,54.13,54.18,53.63,53.73,ok,2015-06-04 13:30:00,929700
38,54.18,54.4,53.51,54.13,ok,2015-06-05 13:30:00,529200
39,54.05,54.48,53.82,54.29,ok,2015-06-08 13:30:00,768700
40,53.51,54.29,53.36,53.87,ok,2015-06-09 13:30:00,1145700
41,52.9,53.71,52.88,53.45,ok,2015-06-10 13:30:00,1783900
42,53.63,53.89,52.86,52.98,ok,2015-06-11 13:30:00,1088900
43,53.95,53.98,53.14,53.58,ok,2015-06-12 13:30:00,874600
44,53.96,54.07,53.25,53.46,ok,2015-06-15 13:30:00,848100
45,53.37,54.15,53.3,53.97,ok,2015-06-16 13:30:00,751500
46,52.97,53.63,52.69,53.31,ok,2015-06-17 13:30:00,846500
47,53.21,53.75,53.05,53.05,ok,2015-06-18 13:30:00,1182400
48,52.86,53.75,52.83,53.24,ok,2015-06-19 13:30:00,1232300
49,52.97,53.31,52.33,53.15,ok,2015-06-22 13:30:00,972200
50,52.5,53.28,52.43,53.13,ok,2015-06-23 13:30:00,958100
51,52.15,52.71,51.43,52.51,ok,2015-06-24 13:30:00,1210200
52,52.28,52.57,52.16,52.25,ok,2015-06-25 13:30:00,742500
53,52.93,53.33,52.3,52.4,ok,2015-06-26 13:30:00,1772700
54,51.55,52.8,51.5,52.43,ok,2015-06-29 13:30:00,610200
55,51.77,52.17,51.5,51.87,ok,2015-06-30 13:30:00,994500
56,51.82,52.35,51.65,52.24,ok,2015-07-01 13:30:00,972100
57,51.21,51.99,51.18,51.99,ok,2015-07-02 13:30:00,881800
58,52.02,52.11,50.63,50.85,ok,2015-07-06 13:30:00,1257800
59,52.09,52.42,51.22,52.15,ok,2015-07-07 13:30:00,1433500
60,51.6,52.68,51.38,52.22,ok,2015-07-08 13:30:00,1388600
61,50.39,51.99,49.93,51.99,ok,2015-07-09 13:30:00,2021500
62,51.19,51.32,50.66,50.77,ok,2015-07-10 13:30:00,806800
63,51.82,52.2,51.55,51.64,ok,2015-07-13 13:30:00,879200
64,51.8,52.29,51.68,51.89,ok,2015-07-14 13:30:00,1003300
65,51.79,52.15,51.42,51.81,ok,2015-07-15 13:30:00,882000
66,52.4,52.54,51.68,51.95,ok,2015-07-16 13:30:00,1180900
67,51.47,52.32,51.42,52.32,ok,2015-07-17 13:30:00,1373500
68,50.84,52.02,50.77,51.43,ok,2015-07-20 13:30:00,1502400
69,50.46,51.2,50.43,50.87,ok,2015-07-21 13:30:00,1202600
70,51.23,51.27,50.2,50.46,ok,2015-07-22 13:30:00,803800
71,50.42,51.65,50.37,51.33,ok,2015-07-23 13:30:00,1133200
72,49.87,50.54,49.79,50.47,ok,2015-07-24 13:30:00,757100
73,49.24,49.94,49.0,49.49,ok,2015-07-27 13:30:00,1310400
74,49.71,49.82,48.79,49.38,ok,2015-07-28 13:30:00,1126800
75,50.47,50.56,49.65,49.67,ok,2015-07-29 13:30:00,983200
76,50.4,50.75,50.24,50.43,ok,2015-07-30 13:30:00,622900
77,50.98,51.09,50.15,50.52,ok,2015-07-31 13:30:00,787100
78,50.63,51.22,50.36,51.01,ok,2015-08-03 13:30:00,706700
79,51.55,52.24,50.34,50.79,ok,2015-08-04 13:30:00,1560300
80,52.0,52.4,51.65,51.77,ok,2015-08-05 13:30:00,1073100
81,50.0,52.22,49.92,51.9,ok,2015-08-06 13:30:00,1669800
82,50.06,50.23,49.43,49.77,ok,2015-08-07 13:30:00,1105700
83,51.41,51.74,50.35,50.35,ok,2015-08-10 13:30:00,1611700
84,50.93,51.9,50.64,50.65,ok,2015-08-11 13:30:00,1614600
85,50.82,51.01,49.65,50.51,ok,2015-08-12 13:30:00,1344700
86,50.44,51.02,49.61,50.31,ok,2015-08-13 13:30:00,2088700
87,50.4,51.06,50.14,50.49,ok,2015-08-14 13:30:00,1703500
88,50.7,51.25,50.04,50.4,ok,2015-08-17 13:30:00,3759200
89,52.61,53.83,51.41,52.93,ok,2015-08-18 13:30:00,4790300
90,53.41,53.49,52.02,52.7,ok,2015-08-19 13:30:00,2153000
91,51.55,52.95,51.49,52.79,ok,2015-08-20 13:30:00,2355800
92,49.44,51.35,49.4,50.88,ok,2015-08-21 13:30:00,2246600
93,47.09,48.72,44.94,45.34,ok,2015-08-24 13:30:00,3265400
94,46.99,48.61,46.91,48.25,ok,2015-08-25 13:30:00,1975200
95,47.7,48.19,46.92,47.93,ok,2015-08-26 13:30:00,2729500
96,49.6,49.82,48.38,48.53,ok,2015-08-27 13:30:00,2262200
97,50.4,50.57,49.03,49.6,ok,2015-08-28 13:30:00,1886800
98,50.13,50.6,49.85,50.3,ok,2015-08-31 13:30:00,1084800
99,49.3,50.2,49.17,49.28,ok,2015-09-01 13:30:00,1795400
100,50.18,50.23,49.3,49.74,ok,2015-09-02 13:30:00,917000
101,50.21,50.78,50.07,50.2,ok,2015-09-03 13:30:00,1104400
102,49.95,50.33,49.58,49.74,ok,2015-09-04 13:30:00,693100
103,51.4,51.48,50.46,50.72,ok,2015-09-08 13:30:00,1074000
104,50.42,51.84,50.34,51.4,ok,2015-09-09 13:30:00,1247200
105,50.23,50.99,49.98,50.33,ok,2015-09-10 13:30:00,1388100
106,50.8,50.94,49.65,50.03,ok,2015-09-11 13:30:00,884500
107,50.41,51.24,50.23,50.89,ok,2015-09-14 13:30:00,808800
108,50.81,51.05,50.05,50.47,ok,2015-09-15 13:30:00,899800
109,51.92,51.99,50.61,50.72,ok,2015-09-16 13:30:00,887900
110,51.35,52.22,51.12,51.83,ok,2015-09-17 13:30:00,1093500
111,49.98,51.25,49.82,50.5,ok,2015-09-18 13:30:00,2043100
112,49.86,50.79,49.68,50.11,ok,2015-09-21 13:30:00,1154100
113,49.31,49.65,48.99,49.42,ok,2015-09-22 13:30:00,1040100
114,49.29,49.59,48.81,49.28,ok,2015-09-23 13:30:00,946300
115,49.43,49.62,48.76,48.98,ok,2015-09-24 13:30:00,799100
116,49.2,50.14,49.1,49.93,ok,2015-09-25 13:30:00,792400
117,48.44,49.18,48.17,49.0,ok,2015-09-28 13:30:00,1289900
118,49.0,49.06,48.12,48.55,ok,2015-09-29 13:30:00,1881100
119,49.61,49.83,48.97,49.38,ok,2015-09-30 13:30:00,1373800
120,49.88,49.95,48.9,49.54,ok,2015-10-01 13:30:00,1789600
121,51.02,51.02,48.63,49.43,ok,2015-10-02 13:30:00,1510800
122,52.28,52.37,51.01,51.27,ok,2015-10-05 13:30:00,1226100
123,51.23,52.69,51.16,52.25,ok,2015-10-06 13:30:00,1194400
124,51.25,51.63,50.85,51.44,ok,2015-10-07 13:30:00,1458000
125,50.74,51.38,50.34,51.15,ok,2015-10-08 13:30:00,1492400
126,50.85,50.89,50.08,50.7,ok,2015-10-09 13:30:00,1204000
127,50.21,51.0,50.17,50.96,ok,2015-10-12 13:30:00,806800
128,49.28,50.39,49.02,50.0,ok,2015-10-13 13:30:00,1628900
129,47.08,49.4,46.77,49.29,ok,2015-10-14 13:30:00,2300800
130,46.75,47.85,46.13,47.28,ok,2015-10-15 13:30:00,4259400
131,47.8,47.85,46.6,47.0,ok,2015-10-16 13:30:00,3205800
132,47.67,48.14,47.32,47.63,ok,2015-10-19 13:30:00,1248900
133,47.26,48.16,47.14,47.82,ok,2015-10-20 13:30:00,1713300
134,46.05,47.54,45.98,47.44,ok,2015-10-21 13:30:00,1751100
135,43.55,46.7,43.16,46.05,ok,2015-10-22 13:30:00,5456700
136,42.02,44.06,41.83,43.98,ok,2015-10-23 13:30:00,5105000
137,44.17,44.4,42.19,42.19,ok,2015-10-26 13:30:00,3174300
138,43.22,44.29,42.61,43.95,ok,2015-10-27 13:30:00,2089700
139,44.64,44.75,43.31,43.5,ok,2015-10-28 13:30:00,1865200
140,43.93,44.8,43.15,44.62,ok,2015-10-29 13:30:00,1561400
141,44.55,44.67,43.89,44.25,ok,2015-10-30 13:30:00,2148900
142,44.52,44.6,43.15,43.91,ok,2015-11-02 14:30:00,2121200
143,44.88,45.39,44.69,44.69,ok,2015-11-03 14:30:00,1501700
144,44.16,45.05,43.83,44.87,ok,2015-11-04 14:30:00,1555100
145,44.2,44.85,43.84,44.24,ok,2015-11-05 14:30:00,2105300
146,44.13,44.42,43.77,44.15,ok,2015-11-06 14:30:00,1928700
147,44.21,44.38,43.49,44.11,ok,2015-11-09 14:30:00,1934600
148,44.8,44.9,43.85,43.88,ok,2015-11-10 14:30:00,2240200
149,43.76,44.69,43.63,44.64,ok,2015-11-11 14:30:00,2918500
150,42.78,43.17,42.01,43.03,ok,2015-11-12 14:30:00,2393500
151,41.17,41.9,40.77,41.5,ok,2015-11-13 14:30:00,3183000
152,40.81,41.05,39.92,40.76,ok,2015-11-16 14:30:00,4466900
153,36.96,37.22,33.42,34.35,ok,2015-11-17 14:30:00,22983700
154,37.15,37.52,36.24,36.89,ok,2015-11-18 14:30:00,7627600
155,37.61,38.06,37.03,37.17,ok,2015-11-19 14:30:00,4701100
156,38.98,39.02,37.36,38.12,ok,2015-11-20 14:30:00,4788800
157,39.31,39.63,38.9,39.0,ok,2015-11-23 14:30:00,6596200
158,39.84,39.87,39.01,39.16,ok,2015-11-24 14:30:00,3570400
159,39.45,40.01,39.38,39.8,ok,2015-11-25 14:30:00,1554100
160,39.55,39.86,39.0,39.7,ok,2015-11-27 14:30:00,1035700
161,39.03,39.68,38.6,39.58,ok,2015-11-30 14:30:00,3191000
162,39.14,39.67,39.01,39.37,ok,2015-12-01 14:30:00,2136100
163,38.95,39.58,38.73,38.78,ok,2015-12-02 14:30:00,2128100
164,38.05,39.35,37.74,39.0,ok,2015-12-03 14:30:00,2650000
165,38.48,38.83,37.81,38.06,ok,2015-12-04 14:30:00,1901800
166,37.59,38.48,37.3,38.48,ok,2015-12-07 14:30:00,1960200
167,38.31,38.32,37.21,37.29,ok,2015-12-08 14:30:00,2495200
168,37.61,38.75,37.44,37.81,ok,2015-12-09 14:30:00,2173700
169,37.8,38.18,37.18,37.54,ok,2015-12-10 14:30:00,2899700
170,37.04,37.46,36.73,37.38,ok,2015-12-11 14:30:00,2448100
171,36.71,37.4,36.37,37.06,ok,2015-12-14 14:30:00,1503100
172,37.14,37.75,36.82,36.99,ok,2015-12-15 14:30:00,1875100
173,37.16,37.59,36.83,37.25,ok,2015-12-16 14:30:00,1847500
174,36.19,37.4,36.09,37.26,ok,2015-12-17 14:30:00,1667100
175,35.66,36.52,35.64,35.94,ok,2015-12-18 14:30:00,3532800
176,35.67,36.06,35.4,35.8,ok,2015-12-21 14:30:00,1546100
177,36.3,36.45,35.42,35.82,ok,2015-12-22 14:30:00,1121300
178,36.63,36.68,35.98,36.42,ok,2015-12-23 14:30:00,953300
179,36.91,36.92,36.31,36.61,ok,2015-12-24 14:30:00,1158700
180,35.18,36.86,35.02,36.75,ok,2015-12-28 14:30:00,1857000
181,35.59,36.2,35.45,35.5,ok,2015-12-29 14:30:00,1346500
182,35.21,35.96,35.08,35.53,ok,2015-12-30 14:30:00,1190900
183,35.35,35.55,34.88,35.02,ok,2015-12-31 14:30:00,1731600
184,34.99,35.25,34.17,34.69,ok,2016-01-04 14:30:00,2597400
185,35.79,35.9,34.88,34.99,ok,2016-01-05 14:30:00,2592700
186,34.62,35.74,34.33,35.42,ok,2016-01-06 14:30:00,2679600
187,35.83,36.01,33.51,33.64,ok,2016-01-07 14:30:00,3904300
188,34.49,36.0,34.33,35.81,ok,2016-01-08 14:30:00,3141200
189,34.42,34.72,33.95,34.72,ok,2016-01-11 14:30:00,3696300
190,35.33,35.62,34.73,34.93,ok,2016-01-12 14:30:00,2026000
191,34.24,35.4,34.19,35.32,ok,2016-01-13 14:30:00,2010900
192,34.32,34.86,33.72,34.25,ok,2016-01-14 14:30:00,1738300
193,34.24,34.46,33.44,33.44,ok,2016-01-15 14:30:00,2415200
194,34.36,34.68,33.7,34.51,ok,2016-01-19 14:30:00,2583800
195,36.13,36.51,33.79,34.1,ok,2016-01-20 14:30:00,4085500
196,36.93,38.41,36.09,36.45,ok,2016-01-21 14:30:00,5066500
197,36.97,37.53,36.65,37.34,ok,2016-01-22 14:30:00,2340800
198,36.13,37.41,36.0,36.88,ok,2016-01-25 14:30:00,1625500
199,38.11,38.12,36.08,36.28,ok,2016-01-26 14:30:00,2690600
200,38.07,38.23,37.57,37.89,ok,2016-01-27 14:30:00,2659400
201,37.77,38.75,37.6,38.36,ok,2016-01-28 14:30:00,2125100
202,39.08,39.24,37.71,37.97,ok,2016-01-29 14:30:00,2020600
203,38.93,39.4,38.25,38.51,ok,2016-02-01 14:30:00,1306600
204,38.97,39.47,38.64,39.03,ok,2016-02-02 14:30:00,1790800
205,38.86,39.21,37.82,39.02,ok,2016-02-03 14:30:00,2077300
206,38.98,39.15,37.5,38.47,ok,2016-02-04 14:30:00,2850000
207,38.37,38.97,37.96,38.82,ok,2016-02-05 14:30:00,1529400
208,37.97,38.09,37.19,37.92,ok,2016-02-08 14:30:00,1126100
209,37.88,38.54,37.22,37.71,ok,2016-02-09 14:30:00,1267800
210,37.42,38.43,37.18,37.9,ok,2016-02-10 14:30:00,1450700
211,36.57,37.22,36.22,36.9,ok,2016-02-11 14:30:00,1261100
212,37.43,37.51,36.06,36.77,ok,2016-02-12 14:30:00,2019600
213,39.04,39.4,37.61,38.09,ok,2016-02-16 14:30:00,1506100
214,39.82,40.06,39.38,39.38,ok,2016-02-17 14:30:00,1071900
215,39.45,39.74,38.82,39.74,ok,2016-02-18 14:30:00,1080400
216,38.5,39.42,37.94,39.36,ok,2016-02-19 14:30:00,1624900
217,39.32,39.52,38.5,38.8,ok,2016-02-22 14:30:00,963100
218,40.43,41.1,39.36,39.46,ok,2016-02-23 14:30:00,2476000
219,42.02,42.23,40.0,40.5,ok,2016-02-24 14:30:00,2852300
220,42.82,42.92,41.28,42.1,ok,2016-02-25 14:30:00,1589100
221,42.87,43.01,41.94,42.97,ok,2016-02-26 14:30:00,1815800
222,42.47,43.42,42.45,42.86,ok,2016-02-29 14:30:00,1948200
223,43.25,43.32,41.8,42.75,ok,2016-03-01 14:30:00,2807700
224,43.33,43.39,41.84,43.25,ok,2016-03-02 14:30:00,2260700
225,43.49,43.7,42.55,42.97,ok,2016-03-03 14:30:00,2107000
226,43.72,44.35,43.1,43.3,ok,2016-03-04 14:30:00,1718500
227,44.34,44.38,43.48,43.57,ok,2016-03-07 14:30:00,2429700
228,44.56,45.58,41.85,42.27,ok,2016-03-08 14:30:00,7618400
229,45.5,46.14,44.57,44.83,ok,2016-03-09 14:30:00,3697900
230,45.47,46.16,44.9,45.55,ok,2016-03-10 14:30:00,2300500
231,46.44,46.45,45.66,45.66,ok,2016-03-11 14:30:00,2567700
232,46.71,46.75,46.07,46.3,ok,2016-03-14 13:30:00,1497800
233,45.36,46.58,45.17,46.2,ok,2016-03-15 13:30:00,2218500
234,45.48,45.6,44.76,45.02,ok,2016-03-16 13:30:00,1533000
235,46.69,46.91,45.34,45.42,ok,2016-03-17 13:30:00,1517200
236,47.74,47.83,46.79,47.0,ok,2016-03-18 13:30:00,2773400
237,47.39,48.06,47.31,47.56,ok,2016-03-21 13:30:00,1320500
238,47.22,47.79,46.86,47.48,ok,2016-03-22 13:30:00,1514500
239,46.63,47.21,46.23,46.78,ok,2016-03-23 13:30:00,1511900
240,46.71,47.06,46.47,46.56,ok,2016-03-24 13:30:00,1037000
241,47.11,47.53,46.86,46.94,ok,2016-03-28 13:30:00,1058100
242,47.22,47.49,46.81,47.04,ok,2016-03-29 13:30:00,2054700
243,46.99,47.47,46.47,47.28,ok,2016-03-30 13:30:00,1835800
244,46.75,47.28,46.35,47.08,ok,2016-03-31 13:30:00,2264700
245,47.09,47.25,46.25,46.7,ok,2016-04-01 13:30:00,1297700
246,46.12,47.44,45.59,46.99,ok,2016-04-04 13:30:00,1074900
247,45.49,46.06,45.03,45.96,ok,2016-04-05 13:30:00,2093300
248,45.87,46.18,45.33,45.7,ok,2016-04-06 13:30:00,1336800
249,44.98,45.8,44.53,45.5,ok,2016-04-07 13:30:00,1716100
250,44.64,45.49,44.22,45.07,ok,2016-04-08 13:30:00,1196300
251,43.95,45.01,43.91,44.57,ok,2016-04-11 13:30:00,1107700
252,44.39,44.62,43.38,43.95,ok,2016-04-12 13:30:00,1721800
253,44.96,45.26,44.31,44.49,ok,2016-04-13 13:30:00,1053100
254,45.08,45.36,44.57,44.93,ok,2016-04-14 13:30:00,1138300
255,46.26,46.5,44.87,44.91,ok,2016-04-15 13:30:00,1793200
256,46.9,47.17,46.08,46.16,ok,2016-04-18 13:30:00,1558100
257,47.03,47.47,46.57,46.91,ok,2016-04-19 13:30:00,1143000
258,46.26,47.14,46.11,47.14,ok,2016-04-20 13:30:00,879300
259,46.08,46.91,45.72,46.64,ok,2016-04-21 13:30:00,884800
260,46.12,46.26,45.63,46.11,ok,2016-04-22 13:30:00,1193900
261,45.72,45.99,45.47,45.99,ok,2016-04-25 13:30:00,736400
262,46.99,47.02,45.58,45.68,ok,2016-04-26 13:30:00,1135700
263,47.39,47.52,46.66,46.84,ok,2016-04-27 13:30:00,948900
264,46.66,47.29,46.52,47.0,ok,2016-04-28 13:30:00,724100
265,46.34,46.95,45.68,46.87,ok,2016-04-29 13:30:00,1180700
266,47.89,48.56,46.79,46.9,ok,2016-05-02 13:30:00,1783000
267,47.18,47.84,46.95,47.81,ok,2016-05-03 13:30:00,1275800
268,46.59,47.28,46.5,46.97,ok,2016-05-04 13:30:00,1253400
269,44.87,45.84,44.5,45.5,ok,2016-05-05 13:30:00,2456300
270,44.86,45.11,44.13,44.76,ok,2016-05-06 13:30:00,1244900
271,45.49,45.82,44.55,44.91,ok,2016-05-09 13:30:00,801900
272,45.38,45.82,45.07,45.49,ok,2016-05-10 13:30:00,1206100
273,41.96,44.73,41.87,44.73,ok,2016-05-11 13:30:00,4632200
274,42.06,42.37,41.59,41.82,ok,2016-05-12 13:30:00,3490900
275,40.7,42.38,40.47,41.86,ok,2016-05-13 13:30:00,5297900
276,39.91,40.3,39.54,39.92,ok,2016-05-16 13:30:00,5045500
277,39.53,40.46,39.31,40.05,ok,2016-05-17 13:30:00,3100400
278,38.1,39.12,37.96,39.0,ok,2016-05-18 13:30:00,4777100
279,41.36,42.23,40.19,41.0,ok,2016-05-19 13:30:00,8619900
280,43.48,43.55,41.75,42.42,ok,2016-05-20 13:30:00,6038100
281,42.07,43.45,42.05,43.35,ok,2016-05-23 13:30:00,2321900
282,42.61,43.1,41.93,42.34,ok,2016-05-24 13:30:00,1869100
283,43.29,43.4,42.62,42.62,ok,2016-05-25 13:30:00,1270200
284,42.71,43.75,42.68,43.51,ok,2016-05-26 13:30:00,1597400
285,43.09,43.29,42.56,42.72,ok,2016-05-27 13:30:00,1042000
286,42.9,43.32,42.58,43.15,ok,2016-05-31 13:30:00,1731300
287,43.02,43.08,42.5,42.64,ok,2016-06-01 13:30:00,943300
288,43.24,43.42,42.75,42.85,ok,2016-06-02 13:30:00,996400
289,43.11,43.37,42.55,43.24,ok,2016-06-03 13:30:00,829500
290,42.35,43.54,42.02,43.11,ok,2016-06-06 13:30:00,1848300
291,42.88,43.09,42.2,42.43,ok,2016-06-07 13:30:00,994500
292,42.91,43.06,42.74,42.76,ok,2016-06-08 13:30:00,654300
293,42.43,43.03,42.18,42.72,ok,2016-06-09 13:30:00,777200
294,41.82,42.02,41.26,41.82,ok,2016-06-10 13:30:00,722700
295,40.47,41.95,40.37,41.81,ok,2016-06-13 13:30:00,2042700
296,40.31,40.75,39.91,40.46,ok,2016-06-14 13:30:00,1347400
297,40.83,41.79,40.36,40.36,ok,2016-06-15 13:30:00,1431400
298,40.48,40.88,40.33,40.73,ok,2016-06-16 13:30:00,654200
299,40.72,41.24,40.25,40.32,ok,2016-06-17 13:30:00,1413500
300,40.89,41.64,40.8,41.31,ok,2016-06-20 13:30:00,1067000
301,40.87,41.3,40.77,41.03,ok,2016-06-21 13:30:00,1472400
302,40.49,41.28,40.47,40.95,ok,2016-06-22 13:30:00,735300
303,40.79,41.1,40.08,40.85,ok,2016-06-23 13:30:00,843700
304,41.3,41.58,40.0,40.27,ok,2016-06-24 13:30:00,2043900
305,40.07,41.01,39.54,40.97,ok,2016-06-27 13:30:00,1650900
306,41.51,42.1,40.8,41.1,ok,2016-06-28 13:30:00,3645700
307,43.29,43.47,42.2,42.2,ok,2016-06-29 13:30:00,1775300
308,45.06,45.91,42.85,43.29,ok,2016-06-30 13:30:00,4149300
309,46.09,46.33,45.22,45.23,ok,2016-07-01 13:30:00,2974100
310,46.4,46.52,45.63,45.91,ok,2016-07-05 13:30:00,2089500
311,47.37,47.42,46.13,46.24,ok,2016-07-06 13:30:00,2985800
312,46.87,47.77,46.71,47.33,ok,2016-07-07 13:30:00,1797200
313,48.5,48.61,47.44,47.44,ok,2016-07-08 13:30:00,1878300
314,48.47,48.8,48.22,48.39,ok,2016-07-11 13:30:00,1950100
315,48.75,48.98,48.55,48.68,ok,2016-07-12 13:30:00,2041800
316,48.68,49.12,48.43,48.9,ok,2016-07-13 13:30:00,1585300
317,49.97,50.64,49.56,49.65,ok,2016-07-14 13:30:00,4303100
318,49.34,50.42,49.33,50.16,ok,2016-07-15 13:30:00,1405100
319,50.15,50.74,49.55,49.55,ok,2016-07-18 13:30:00,2115700
320,49.83,50.23,49.54,50.08,ok,2016-07-19 13:30:00,1227500
321,50.1,50.32,49.79,50.04,ok,2016-07-20 13:30:00,1009400
322,49.8,50.33,49.68,50.11,ok,2016-07-21 13:30:00,940100
323,50.37,50.59,49.5,49.51,ok,2016-07-22 13:30:00,1029700
324,50.46,50.87,50.19,50.29,ok,2016-07-25 13:30:00,1195500
325,50.69,51.12,50.07,50.17,ok,2016-07-26 13:30:00,1197500
326,50.19,50.98,49.95,50.73,ok,2016-07-27 13:30:00,1192600
327,50.75,51.03,49.76,50.24,ok,2016-07-28 13:30:00,1785800
328,51.29,51.42,50.34,50.71,ok,2016-07-29 13:30:00,1416200
329,50.85,51.5,50.66,51.25,ok,2016-08-01 13:30:00,1492200
330,50.36,51.12,49.93,51.11,ok,2016-08-02 13:30:00,1142000
331,51.42,52.3,50.68,50.86,ok,2016-08-03 13:30:00,2602600
332,51.83,51.95,50.96,51.41,ok,2016-08-04 13:30:00,2371200
333,53.5,54.1,52.72,52.9,ok,2016-08-05 13:30:00,2757500
334,53.72,54.14,53.31,53.75,ok,2016-08-08 13:30:00,1313000
335,53.6,53.96,53.36,53.64,ok,2016-08-09 13:30:00,1260000
336,53.7,54.74,53.49,54.17,ok,2016-08-10 13:30:00,2220500
337,54.6,55.0,53.76,54.05,ok,2016-08-11 13:30:00,2001600
338,54.73,55.56,52.32,52.4,ok,2016-08-12 13:30:00,3758000
339,54.89,55.48,54.73,54.75,ok,2016-08-15 13:30:00,3324500
340,58.76,60.4,58.03,59.19,ok,2016-08-16 13:30:00,11850400
341,57.63,58.95,57.61,58.11,ok,2016-08-17 13:30:00,3798100
342,58.4,58.43,57.17,57.86,ok,2016-08-18 13:30:00,2638100
343,58.84,59.1,57.8,58.33,ok,2016-08-19 13:30:00,2259200
344,58.88,59.19,58.28,59.03,ok,2016-08-22 13:30:00,1754100
345,58.85,59.28,58.72,59.22,ok,2016-08-23 13:30:00,1326300
346,58.6,58.99,58.46,58.9,ok,2016-08-24 13:30:00,1502000
347,58.72,58.93,58.45,58.6,ok,2016-08-25 13:30:00,1242900
348,58.63,58.97,58.4,58.7,ok,2016-08-26 13:30:00,1296400
349,59.11,59.56,58.59,58.73,ok,2016-08-29 13:30:00,1042100
350,58.8,59.11,58.54,59.11,ok,2016-08-30 13:30:00,787300
351,58.6,59.1,58.07,59.0,ok,2016-08-31 13:30:00,1364500
352,58.79,58.88,58.1,58.7,ok,2016-09-01 13:30:00,1239000
353,59.03,59.41,58.27,58.82,ok,2016-09-02 13:30:00,967600
354,59.52,59.56,58.8,59.05,ok,2016-09-06 13:30:00,1434200
355,59.02,59.36,58.59,59.17,ok,2016-09-07 13:30:00,2240900
356,59.65,59.98,58.6,58.79,ok,2016-09-08 13:30:00,1851500
357,58.94,59.69,58.94,59.2,ok,2016-09-09 13:30:00,1689300
358,59.99,60.17,58.36,58.67,ok,2016-09-12 13:30:00,1593800
359,58.2,59.94,58.16,59.59,ok,2016-09-13 13:30:00,2847000
360,58.65,59.05,58.18,58.45,ok,2016-09-14 13:30:00,1406800
361,60.36,60.55,59.17,59.73,ok,2016-09-15 13:30:00,2165400
362,60.44,60.87,60.14,60.26,ok,2016-09-16 13:30:00,1689000
363,60.83,61.61,60.56,60.59,ok,2016-09-19 13:30:00,1634100
364,60.8,61.24,60.56,61.07,ok,2016-09-20 13:30:00,975700
365,61.52,61.61,60.68,60.74,ok,2016-09-21 13:30:00,1228100
366,61.59,61.94,61.06,61.6,ok,2016-09-22 13:30:00,1334300
367,60.52,61.71,60.51,61.27,ok,2016-09-23 13:30:00,1686400
368,60.01,60.47,59.6,60.45,ok,2016-09-26 13:30:00,1900100
369,60.42,60.48,59.78,59.95,ok,2016-09-27 13:30:00,1687300
